
============================================================
  VIC — 0 practitioners already collected
    [Female] IY: +34 new (reported 668)
    [Female] IZ: +30 new (reported 77)
    [Female] JA: +4 new (reported 802)
    [Female] JB: +4 new (reported 67)
    [Female] JD: +37 new (reported 170)
    [Female] JE: +22 new (reported 696)
    [Female] JF: +23 new (reported 71)
    [Female] JH: +2 new (reported 645)
    [Female] JI: +7 new (reported 598)
    [Female] JL: +31 new (reported 304)
    [Female] JM: +19 new (reported 359)
    [Female] JN: +20 new (reported 2011)
    [Female] JO: +25 new (reported 653)
    [Female] JR: +15 new (reported 35)
    [Female] JS: +14 new (reported 69)
    [Female] JT: +1 new (reported 169)
    [Female] JU: +16 new (reported 654)
    [Female] KA: +18 new (reported 394)
    [Female] KB: +3 new (reported 14)
    [Female] KC: +2 new (reported 48)
    [Female] KD: +3 new (reported 287)
    [Female] KE: +12 new (reported 626)
    [Female] KF: +3 new (reported 15)
    [Female] KG: +2 new (reported 49)
    [Female] KH: +24 new (reported 318)
    [Female] KI: +12 new (reported 469)
    [Female] KL: +29 new (reported 220)
    [Female] KM: +20 new (reported 107)
    [Female] KN: +12 new (reported 59)
    [Female] KO: +35 new (reported 363)
    [Female] KP: +3 new (reported 15)
    [Female] KR: +39 new (reported 229)
    [Female] KS: +32 new (reported 76)
    [Female] KT: +2 new (reported 291)
    [Female] KU: +38 new (reported 331)
    [Female] KW: +16 new (reported 266)
    [Female] KY: +17 new (reported 261)
    [Female] KZ: +22 new (reported 52)
    [Female] LA: +37 new (reported 1070)
    [Female] LB: +27 new (reported 32)
    [Female] LC: +42 new (reported 51)
    [Female] LD: +4 new (reported 218)
    [Female] LE: +67 new (reported 890)
    [Female] LF: +41 new (reported 68)
    [Female] LG: +7 new (reported 40)
    [Female] LH: +24 new (reported 574)
    [Female] LI: +8 new (reported 792)
    [Female] LJ: +2 new (reported 10)
    [Female] LK: +59 new (reported 84)
    [Female] LM: +45 new (reported 145)
    [Female] LN: +40 new (reported 241)
    [Female] LO: +40 new (reported 761)
    [Female] LP: +17 new (reported 17)
    [Female] LQ: +1 new (reported 34)
    [Female] LR: +25 new (reported 164)
    [Female] LS: +46 new (reported 902)
    [Female] LT: +56 new (reported 107)
    [Female] LU: +31 new (reported 629)
    [Female] LV: +22 new (reported 113)
    [Female] LW: +15 new (reported 575)
    [Female] LX: +4 new (reported 7)
    [Female] LY: +30 new (reported 639)
    [Female] LZ: +16 new (reported 803)
    [Female] MA: +15 new (reported 727)
    [Female] MB: +29 new (reported 67)
    [Female] MC: +18 new (reported 293)
    [Female] MD: +23 new (reported 35)
    [Female] ME: +14 new (reported 416)
    [Female] MF: +10 new (reported 15)
    [Female] MG: +19 new (reported 66)
    [Female] MH: +17 new (reported 287)
    [Female] MI: +23 new (reported 470)
    [Female] MJ: +4 new (reported 5)
    [Female] MK: +9 new (reported 60)
    [Female] ML: +35 new (reported 63)
    [Female] MN: +57 new (reported 113)
    [Female] MO: +19 new (reported 547)
    [Female] MP: +26 new (reported 96)
    [Female] MQ: +6 new (reported 55)
    [Female] MR: +14 new (reported 843)
    [Female] MS: +44 new (reported 92)
    [Female] MU: +31 new (reported 437)
    [Female] MW: +1 new (reported 288)
    [Female] MX: +2 new (reported 5)
    [Female] MY: +9 new (reported 283)
    [Female] MZ: +16 new (reported 19)
    [Female] NA: +4 new (reported 489)
    [Female] NB: +21 new (reported 31)
    [Female] NC: +7 new (reported 155)
    [Female] ND: +6 new (reported 404)
    [Female] NE: +6 new (reported 469)
    [Female] NF: +16 new (reported 22)
    [Female] NG: +11 new (reported 766)
    [Female] NH: +34 new (reported 79)
    [Female] NI: +12 new (reported 249)
    [Female] NJ: +13 new (reported 12)
    [Female] NK: +14 new (reported 159)
    [Female] NL: +51 new (reported 56)
    [Female] NM: +36 new (reported 60)
    [Female] NO: +10 new (reported 226)
    [Female] NP: +1 new (reported 8)
    [Female] NQ: +39 new (reported 72)
    [Female] NR: +27 new (reported 50)
    [Female] NS: +12 new (reported 358)
    [Female] NT: +16 new (reported 236)
    [Female] NU: +22 new (reported 75)
    [Female] NV: +2 new (reported 9)
    [Female] NW: +28 new (reported 65)
    [Female] NX: +1 new (reported 3)
    [Female] NY: +20 new (reported 75)
    [Female] NZ: +30 new (reported 44)
    [Female] OA: +18 new (reported 637)
    [Female] OB: +15 new (reported 183)
    [Female] OC: +24 new (reported 138)
    [Female] OD: +7 new (reported 323)
    [Female] OE: +28 new (reported 648)
    [Female] OF: +9 new (reported 103)
    [Female] OG: +37 new (reported 88)
    [Female] OH: +4 new (reported 743)
    [Female] OI: +23 new (reported 623)
    [Female] OJ: +3 new (reported 15)
    [Female] OK: +15 new (reported 111)
    [Female] OL: +7 new (reported 543)
    [Female] OM: +23 new (reported 476)
    [Female] ON: +12 new (reported 2911)
    [Female] OP: +28 new (reported 133)
    [Female] OQ: +5 new (reported 42)
    [Female] OR: +5 new (reported 485)
    [Female] OS: +15 new (reported 270)
    [Female] OT: +12 new (reported 303)
    [Female] OU: +7 new (reported 839)
    [Female] OV: +28 new (reported 131)
    [Female] OW: +14 new (reported 932)
    [Female] OX: +4 new (reported 37)
    [Female] OY: +20 new (reported 593)
    [Female] OZ: +10 new (reported 86)
    [Female] PA: +13 new (reported 346)
    [Female] PB: +13 new (reported 127)
    [Female] PC: +1 new (reported 67)
    [Female] PD: +2 new (reported 64)
    [Female] PE: +20 new (reported 306)
    [Female] PH: +2 new (reported 295)
    [Female] PI: +7 new (reported 185)
    [Female] PK: +1 new (reported 66)
    [Female] PL: +42 new (reported 98)
    [Female] PM: +10 new (reported 18)
    [Female] PN: +1 new (reported 49)
    [Female] PO: +22 new (reported 196)
    [Female] PR: +23 new (reported 122)
    [Female] PS: +18 new (reported 348)
    [Female] PT: +5 new (reported 71)
    [Female] PU: +32 new (reported 136)
    [Female] PW: +1 new (reported 110)
    [Female] PY: +7 new (reported 112)
    [Female] QA: +5 new (reported 252)
    [Female] QI: +4 new (reported 236)
    [Female] QL: +11 new (reported 187)
    [Female] QM: +4 new (reported 86)
    [Female] QN: +14 new (reported 172)
    [Female] QR: +13 new (reported 188)
    [Female] QU: +14 new (reported 303)
    [Female] RA: +5 new (reported 728)
    [Female] RB: +31 new (reported 78)
    [Female] RC: +32 new (reported 99)
    [Female] RD: +5 new (reported 458)
    [Female] RF: +9 new (reported 19)
    [Female] RG: +11 new (reported 116)
    [Female] RH: +43 new (reported 68)
    [Female] RJ: +2 new (reported 11)
    [Female] RK: +26 new (reported 137)
    [Female] RL: +31 new (reported 84)
    [Female] RM: +36 new (reported 107)
    [Female] RN: +4 new (reported 324)
    [Female] RO: +2 new (reported 495)
    [Female] RP: +13 new (reported 68)
    [Female] RQ: +14 new (reported 29)
    [Female] RS: +9 new (reported 446)
    [Female] RT: +6 new (reported 476)
    [Female] RU: +21 new (reported 195)
    [Female] RV: +24 new (reported 36)
    [Female] RW: +12 new (reported 69)
    [Female] RX: +2 new (reported 2)
    [Female] RY: +31 new (reported 163)
    [Female] RZ: +9 new (reported 257)
    [Female] SA: +5 new (reported 506)
    [Female] SB: +23 new (reported 40)
    [Female] SC: +5 new (reported 171)
    [Female] SD: +29 new (reported 79)
    [Female] SE: +12 new (reported 570)
    [Female] SF: +6 new (reported 163)
    [Female] SG: +31 new (reported 50)
    [Female] SH: +20 new (reported 462)
    [Female] SI: +5 new (reported 526)
    [Female] SK: +30 new (reported 117)
    [Female] SL: +31 new (reported 155)
    [Female] SM: +27 new (reported 137)
    [Female] SN: +36 new (reported 371)
    [Female] SO: +7 new (reported 770)
    [Female] SP: +22 new (reported 56)
    [Female] SR: +6 new (reported 374)
    [Female] ST: +2 new (reported 415)
    [Female] SU: +18 new (reported 303)
    [Female] SV: +2 new (reported 160)
    [Female] SW: +14 new (reported 512)
    [Female] SX: +1 new (reported 4)
    [Female] SY: +10 new (reported 299)
    [Female] SZ: +7 new (reported 506)
    [Female] TA: +25 new (reported 555)
    [Female] TB: +9 new (reported 29)
    [Female] TC: +29 new (reported 85)
    [Female] TD: +8 new (reported 278)
    [Female] TE: +11 new (reported 631)
    [Female] TF: +6 new (reported 48)
    [Female] TG: +2 new (reported 28)
    [Female] TH: +7 new (reported 551)
    [Female] TI: +7 new (reported 485)
    [Female] TJ: +3 new (reported 6)
    [Female] TK: +14 new (reported 47)
    [Female] TL: +44 new (reported 133)
    [Female] TM: +17 new (reported 52)
    [Female] TN: +33 new (reported 418)
    [Female] TO: +2 new (reported 611)
    [Female] TR: +15 new (reported 207)
    [Female] TS: +14 new (reported 182)
    [Female] TU: +16 new (reported 353)
    [Female] TV: +2 new (reported 45)
    [Female] TW: +11 new (reported 288)
    [Female] TY: +34 new (reported 318)
    [Female] TZ: +30 new (reported 129)
    [Female] UA: +25 new (reported 667)
    [Female] UB: +18 new (reported 97)
    [Female] UC: +9 new (reported 108)
    [Female] UD: +6 new (reported 233)
    [Female] UE: +5 new (reported 671)
    [Female] UF: +6 new (reported 95)
    [Female] UG: +2 new (reported 142)
    [Female] UH: +2 new (reported 627)
    [Female] UI: +5 new (reported 655)
    [Female] UK: +14 new (reported 71)
    [Female] UL: +2 new (reported 319)
    [Female] UM: +7 new (reported 432)
    [Female] UN: +12 new (reported 2168)
    [Female] UO: +10 new (reported 626)
    [Female] UP: +6 new (reported 85)
    [Female] UQ: +4 new (reported 42)
    [Female] US: +7 new (reported 209)
    [Female] UW: +5 new (reported 691)
    [Female] UX: +2 new (reported 9)
    [Female] UY: +39 new (reported 661)
    [Female] UZ: +15 new (reported 96)
    [Female] VA: +3 new (reported 424)
    [Female] VE: +1 new (reported 409)
    [Female] VI: +2 new (reported 378)
    [Female] VL: +14 new (reported 35)
    [Female] VO: +5 new (reported 241)
    [Female] VR: +21 new (reported 48)
    [Female] VU: +2 new (reported 229)
    [Female] WA: +2 new (reported 1062)
    [Female] WB: +3 new (reported 114)
    [Female] WD: +7 new (reported 293)
    [Female] WE: +1 new (reported 842)
    [Female] WF: +4 new (reported 238)
    [Female] WG: +2 new (reported 249)
    [Female] WH: +19 new (reported 662)
    [Female] WI: +4 new (reported 943)
    [Female] WK: +12 new (reported 260)
    [Female] WL: +26 new (reported 587)
    [Female] WM: +12 new (reported 294)
    [Female] WN: +43 new (reported 119)
    [Female] WO: +34 new (reported 842)
    [Female] WR: +17 new (reported 83)
    [Female] WS: +25 new (reported 348)
    [Female] WT: +13 new (reported 287)
    [Female] WU: +1 new (reported 693)
    [Female] WY: +14 new (reported 726)
    [Female] XD: +4 new (reported 75)
    [Female] XI: +2 new (reported 274)
    [Female] XL: +22 new (reported 80)
    [Female] XM: +37 new (reported 42)
    [Female] XN: +16 new (reported 157)
    [Female] XR: +2 new (reported 371)
    [Female] XS: +5 new (reported 13)
    [Female] XU: +2 new (reported 266)
    [Female] XV: +3 new (reported 158)
    [Female] YA: +6 new (reported 821)
    [Female] YB: +2 new (reported 71)
    [Female] YC: +4 new (reported 54)
    [Female] YD: +14 new (reported 179)
    [Female] YE: +8 new (reported 648)
    [Female] YG: +1 new (reported 42)
    [Female] YH: +4 new (reported 610)
    [Female] YI: +5 new (reported 544)
    [Female] YK: +2 new (reported 46)
    [Female] YL: +36 new (reported 355)
    [Female] YM: +8 new (reported 354)
    [Female] YN: +31 new (reported 1924)
    [Female] YO: +36 new (reported 650)
    [Female] YR: +3 new (reported 54)
    [Female] YS: +5 new (reported 99)
    [Female] YT: +5 new (reported 175)
    [Female] YU: +5 new (reported 557)
    [Female] YW: +4 new (reported 672)
    [Female] YZ: +3 new (reported 68)
    [Female] ZD: +1 new (reported 77)
    [Female] ZE: +8 new (reported 319)
    [Female] ZG: +2 new (reported 48)
    [Female] ZH: +22 new (reported 214)
    [Female] ZI: +2 new (reported 322)
    [Female] ZS: +1 new (reported 15)

--- VIC | No gender filter ---
    [Any] A: +12 new (reported 1375)
    [Any] C: +5 new (reported 3448)
    [Any] D: +3 new (reported 3361)
    [Any] E: +7 new (reported 2869)
    [Any] F: +2 new (reported 1766)
    [Any] G: +6 new (reported 3907)
    [Any] I: +9 new (reported 2828)
    [Any] J: +4 new (reported 1627)
    [Any] K: +5 new (reported 2947)
    [Any] L: +6 new (reported 3772)
    [Any] M: +8 new (reported 3009)
    [Any] O: +11 new (reported 5242)
    [Any] P: +1 new (reported 1980)
    [Any] Q: +4 new (reported 639)
    [Any] S: +3 new (reported 4270)
    [Any] U: +5 new (reported 3773)
    [Any] V: +10 new (reported 1530)
    [Any] W: +2 new (reported 2887)
    [Any] X: +13 new (reported 583)
    [Any] Y: +12 new (reported 3018)

[VIC] Done. Added 27,439 new. Total in file: 17,384

